Long Name Version,Typeform registration link,PMS,Meta-title,Meta-description,slug,Website,Clinic Name,Display_on_web,link to clinic suburb page,Full Address,City,Suburb,State,Postcode,Email,Phone,nearby1_txt,nearby1_link,nearby2_txt,nearby2_link,nearby3_txt,nearby3_link,nearby4_txt,nearby4_link,About Clinic
The Physio Movement - Coffs Harbour,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at The Physio Movement, Coffs Harbour","Book a physiotherapy appointment at The Physio Movement, located at 78 Albany Street, Coffs Harbour NSW 2450. See their availability and book online today.",/clinic/the-physio-movement-coffs-harbour,https://tpmwoopi.com.au/book-now/,The Physio Movement,Yes,nsw/coffs-harbour-2450,"78 Albany Street, Coffs Harbour NSW 2450",Coffs Harbour,Coffs Harbour,NSW,2450,infowoopi@ccsp.net.au,02 6654 0237,Coffs Harbour Plaza,nsw/coffs-harbour-plaza-2450,Coffs Harbour Jetty,nsw/coffs-harbour-jetty-2450,Korora,nsw/korora-2450,North Boambee Valley,nsw/north-boambee-valley-2450,"The Physio Movement and their wonderful staff take an individualised approach to physio treatment, motivated to get you the best result possible! Located at 78 Albany Street, Coffs Harbour NSW 2450, The Physio Movement team are experts in shoulder pain, gluteal tendinopathy and tennis elbow as a result of a sporting injury. The Physio Movement service Coffs Harbour, Coffs Harbour Plaza, Coffs Harbour Jetty and Korora. Contact them to book an appointment on 02 6654 0237 right now!"
Allambie Sports Physiotherapy - Collaroy,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Allambie Sports Physiotherapy, Collaroy","Book a physiotherapy appointment at Allambie Sports Physiotherapy, located at 65 Veterans Parade, Collaroy Plateau NSW 2097. See their availability and book online today.",/clinic/allambie-sports-physiotherapy-collaroy,https://www.allambiesportsphysiotherapy.com.au/,Allambie Sports Physiotherapy,Yes,nsw/collaroy-2097,"65 Veterans Parade, Collaroy Plateau NSW 2097",Sydney,Collaroy,NSW,2097,collaroysportsphysio@gmail.com,02 8668 4966,Collaroy Plateau,nsw/collaroy-plateau-2097,Dee Why,nsw/dee-why-2099,Wheeler Heights,nsw/wheeler-heights-2097,Cromer,nsw/cromer-2099,"Allambie Sports Physiotherapy and their professional practitioners deliver one on one manual therapy, allowing their patients to take back control of their lives! Located at 65 Veterans Parade, Collaroy Plateau NSW 2097, Allambie Sports Physiotherapy work with patients suffering from neck issues, frozen shoulders and tennis elbow as a result of a sporting injury. Allambie Sports Physiotherapy service Collaroy, Collaroy Plateau, Dee Why and Wheeler Heights. Request an appointment with their experienced physiotherapists on 02 8668 4966 straight away!"
Physiotherapy Downunder,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Physiotherapy Downunder, Concord","Book a physiotherapy appointment at Physiotherapy Downunder, located at 33/103 Majors Bay Road, Concord NSW 2137. See their availability and book online today.",/clinic/physiotherapy-downunder,https://www.physiotherapydownunder.com.au/,Physiotherapy Downunder,Yes,nsw/concord-2137,"33/103 Majors Bay Road, Concord NSW 2137",Sydney,Concord,NSW,2137,info@physiotherapydownunder.com.au,0400 799 199,Cabarita,nsw/cabarita-2137,Canada Bay,nsw/canada-bay-2046,Haberfield,nsw/haberfield-2045,Rodd Point,nsw/rodd-point-2046,"Physiotherapy Downunder and their experienced practitioners take an individualised approach to physical therapy, giving patients the care they deserve, and need! Located at 33/103 Majors Bay Road, Concord NSW 2137, Physiotherapy Downunder staff mostly work on hand issues, rotator cuff tears and sporting related injuries. Physiotherapy Downunder service Concord, Cabarita, Canada Bay and Haberfield. Book a time with them on 0400 799 199 right now!"
Concord Sport & Spine,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Concord Sport & Spine, Concord West","Book a physiotherapy appointment at Concord Sport & Spine, located at 202 Concord Road, Concord West NSW 2138. See their availability and book online today.",/clinic/concord-sport-and-spine,https://www.cssphysio.com.au/,Concord Sport & Spine,No,nsw/concord-west-2138,"202 Concord Road, Concord West NSW 2138",Sydney,Concord West,NSW,2138,info@cssphysio.com.au,02 9736 1092,Liberty Grove,nsw/liberty-grove-2138,Mortlake,nsw/mortlake-2137,Concord,nsw/concord-2137,Abbotsford,nsw/abbotsford-2046,"Concord Sport & Spine and their caring physiotherapists take a holistic approach to treatment, striving for a great outcome! Located at 202 Concord Road, Concord West NSW 2138, Concord Sport & Spine work with patients suffering from joint pain, shoulder bursitis and painful shoulders from excessive computer work. Concord Sport & Spine service Concord West, Liberty Grove, Mortlake and Concord. Make an enquiry on 02 9736 1092 right now!"
Switch Physiotherapy - Concord West,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Switch Physiotherapy, Concord West","Book a physiotherapy appointment at Switch Physiotherapy, located at 313 Concord Road, Concord West NSW 2138. See their availability and book online today.",/clinic/switch-physiotherapy-concord-west,https://www.weareswitch.com.au/,Switch Physiotherapy,No,nsw/concord-west-2138,"313 Concord Road, Concord West NSW 2138",Sydney,Concord West,NSW,2138,concord@weareswitch.com.au,02 8866 3582,Liberty Grove,nsw/liberty-grove-2138,Mortlake,nsw/mortlake-2137,Concord,nsw/concord-2137,Abbotsford,nsw/abbotsford-2046,"Switch Physiotherapy and their exceptional physiotherapists provide a bespoke approach to hands-on therapy, helping you feel great soon! Located at 313 Concord Road, Concord West NSW 2138, Switch Physiotherapy look after elbow pain, labral hip tears and tennis elbow from overuse. Switch Physiotherapy service Concord West, Liberty Grove, Mortlake and Concord. Book a time with them on 02 8866 3582 straight away!"
Clovelly Rd Physiotherapy,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Clovelly Rd Physiotherapy, Coogee","Book a physiotherapy appointment at Clovelly Rd Physiotherapy, located at 234 Clovelly Road, Coogee NSW 2034. See their availability and book online today.",/clinic/clovelly-rd-physiotherapy,https://www.clovellyrdphysio.com/,Clovelly Rd Physiotherapy,Yes,nsw/coogee-2034,"234 Clovelly Road, Coogee NSW 2034",Sydney,Coogee,NSW,2034,enquiries@clovellyrdphysio.com,02 9665 3999,South Coogee,nsw/south-coogee-2034,Clovelly,nsw/clovelly-2031,Randwick,nsw/randwick-2031,Bronte,nsw/bronte-2024,"Clovelly Rd Physiotherapy and their caring practitioners provide specific and tailored physio, with their number one goal being patient satisfaction! Located at 234 Clovelly Road, Coogee NSW 2034, Clovelly Rd Physiotherapy team are experts in joint pain, frozen shoulders and sports injuries. Clovelly Rd Physiotherapy service Coogee, South Coogee, Clovelly and Randwick. Book a time with their friendly team on 02 9665 3999 now!"
The Wright Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at The Wright Physio, Coogee","Book a physiotherapy appointment at The Wright Physio, located at 29-31 Alfreda Street Coogee NSW 2034. See their availability and book online today.",/clinic/the-wright-physio,http://www.thewrightphysio.com.au/,The Wright Physio,No,nsw/coogee-2034,29-31 Alfreda Street Coogee NSW 2034,Sydney,Coogee,NSW,2034,admin@thewrightphysio.com.au,02 9664 9972,South Coogee,nsw/south-coogee-2034,Clovelly,nsw/clovelly-2031,Randwick,nsw/randwick-2031,Bronte,nsw/bronte-2024,"The Wright Physio and their devoted physical therapists take pride in their approach to physiotherapy, helping you feel great soon! Located at 29-31 Alfreda Street Coogee NSW 2034, The Wright Physio are experts in dealing with knee pain, plantar fasciitis and pain from prolonged office work. The Wright Physio service Coogee, South Coogee, Clovelly and Randwick. Book a time with them on 02 9664 9972 right now!"
Total Physiotherapy,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Total Physiotherapy, Coogee","Book a physiotherapy appointment at Total Physiotherapy, located at 228C Clovelly Road, Coogee NSW 2034. See their availability and book online today.",/clinic/total-physiotherapy,https://www.totalphysiosydney.com.au/,Total Physiotherapy,No,nsw/coogee-2034,"228C Clovelly Road, Coogee NSW 2034",Sydney,Coogee,NSW,2034,reception@totalphysiosydney.com.au,02 8322 3898,South Coogee,nsw/south-coogee-2034,Clovelly,nsw/clovelly-2031,Randwick,nsw/randwick-2031,Bronte,nsw/bronte-2024,"Total Physiotherapy and their professional staff take pride in their one on one approach to physiotherapy, allowing you to break free from pain, and get back to doing what you love! Located at 228C Clovelly Road, Coogee NSW 2034, Total Physiotherapy look after shoulder issues, fat pad impingement and injuries as a result of poor posture. Total Physiotherapy service Coogee, South Coogee, Clovelly and Randwick. Don't delay, book an appointment on 02 8322 3898 pronto!"
Action Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Action Physio, Cooks Hill","Book a physiotherapy appointment at Action Physio, located at 235 Darby Street, Cooks Hill NSW 2300. See their availability and book online today.",/clinic/action-physio,https://www.actionphysio.net.au/,Action Physio,Yes,nsw/cooks-hill-2300,"235 Darby Street, Cooks Hill NSW 2300",Newcastle,Cooks Hill,NSW,2300,admin@actionphysio.org,02 4940 8300,Bar Beach,nsw/bar-beach-2300,Newcastle East,nsw/newcastle-east-2300,Newcastle,nsw/newcastle-2300,The Hill,nsw/the-hill-2300,"Action Physio and their experienced team provide you with one on one treatment, helping you regain independence and be pain-free once more! Located at 235 Darby Street, Cooks Hill NSW 2300, Action Physio are experts in dealing with wrist pain, achilles tendinopathy and pain from prolonged office work. Action Physio service Cooks Hill, Bar Beach, Newcastle East and Newcastle. Don't delay, book an appointment on 02 4940 8300 right now!"
Back On Track Physiotherapy,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Back On Track Physiotherapy, Corowa","Book a physiotherapy appointment at Back On Track Physiotherapy, located at 220 Sanger Street, Corowa NSW 2646. See their availability and book online today.",/clinic/back-on-track-physiotherapy,https://www.backontrackphysio.biz/,Back On Track Physiotherapy,No,nsw/corowa-2646,"220 Sanger Street, Corowa NSW 2646",Corowa,Corowa,NSW,2646,admin@backontrackphysio.biz​,02 6033 0933,Redlands,nsw/redlands-2646,Hopefield,nsw/hopefield-2646,Lowesdale,nsw/lowesdale-2646,Ringwood,nsw/ringwood-2646,"Back On Track Physiotherapy and their wonderful staff take pride in their approach to treatment, with their number one goal being patient satisfaction! Located at 220 Sanger Street, Corowa NSW 2646, Back On Track Physiotherapy team are great at treating hip issues, corked thighs and sporting injuries. Back On Track Physiotherapy service Corowa, Redlands, Hopefield and Lowesdale. Contact them to make a time on 02 6033 0933 now!"
PhysioHealth & Sports Injury Clinic,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,Book an appointment at PhysioHealth & Sports Injury Clinic.,"Book a physiotherapy appointment at PhysioHealth & Sports Injury Clinic, located at 5/219 Princes Highway, Corrimal NSW 2518. See their availability and book online today.",/clinic/physiohealth-sports-injury-clinic,https://www.physiohealthcorrimal.com.au/,PhysioHealth & Sports Injury Clinic,Yes,nsw/corrimal-2518,"5/219 Princes Highway, Corrimal NSW 2518",Wollongong,Corrimal,NSW,2518,,02 4207 9999,Bellambi,nsw/bellambi-2518,Corrimal East,nsw/corrimal-east-2518,East Corrimal,nsw/east-corrimal-2518,Tarrawanna,nsw/tarrawanna-2518,"PhysioHealth & Sports Injury Clinic and their committed physiotherapists provide you with one on one physio treatment, helping you feel great soon! Located at 5/219 Princes Highway, Corrimal NSW 2518, PhysioHealth & Sports Injury Clinic work with patients suffering from shoulder issues, sacroiliac joint dysfunction and injuries sustained working from home. PhysioHealth & Sports Injury Clinic service Corrimal, Bellambi, Corrimal East and East Corrimal. Call their physiotherapy clinic on 02 4207 9999 right away!"
Cremorne Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Cremorne Physio, Cremorne","Book a physiotherapy appointment at Cremorne Physio, located at 412 Military Road, Cremorne NSW 2090. See their availability and book online today.",/clinic/cremorne-physio,https://cremornephysio.com.au/,Cremorne Physio,No,nsw/cremorne-2090,"412 Military Road, Cremorne NSW 2090",Sydney,Cremorne,NSW,2090,enquiries@cremornephysio.com.au,02 9908 1949,Neutral Bay,nsw/neutral-bay-2089,Cammeray,nsw/cammeray-2062,Cremorne Point,nsw/cremorne-point-2090,Kurraba Point,nsw/kurraba-point-2089,"Cremorne Physio and their devoted physical therapists take pride in their approach to patient treatment, giving patients the care they deserve, and need! Located at 412 Military Road, Cremorne NSW 2090, Cremorne Physio love treating hip pain, shoulder tendonitis and issues resulting from a poor office setup. Cremorne Physio service Cremorne, Neutral Bay, Cammeray and Cremorne Point. Book a time with their friendly team on 02 9908 1949 straight away!"
Effective Physiotherapy,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Effective Physiotherapy, Cromer","Book a physiotherapy appointment at Effective Physiotherapy, located at 1/93-99 South Creek Road, Cromer NSW 2099. See their availability and book online today.",/clinic/effective-physiotherapy,https://www.effectivephysiotherapy.com/,Effective Physiotherapy,No,nsw/cromer-2099,"1/93-99 South Creek Road, Cromer NSW 2099",Sydney,Cromer,NSW,2099,dan@effectivephysiotherapy.com.au,02 8084 5605,Wheeler Heights,nsw/wheeler-heights-2097,Collaroy,nsw/collaroy-2097,Cromer,nsw/cromer-2099,Allambie Heights,nsw/allambie-heights-2100,"Effective Physiotherapy and their caring practitioners deliver holistic physio treatment, allowing their patients to take back control of their lives! Located at 1/93-99 South Creek Road, Cromer NSW 2099, Effective Physiotherapy are experts in dealing with neck pain, disc bulges and sports injuries. Effective Physiotherapy service Cromer, Wheeler Heights, Collaroy and Cromer. Book a physio appointment on 02 8084 5605 pronto!"
Motus Health & Performance,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Motus Health & Performance, Cromer","Book a physiotherapy appointment at Motus Health & Performance, located at Unit 15/1 Thew Parade, Cromer NSW 2099. See their availability and book online today.",/clinic/motus-health-and-performance,https://www.motushp.com/,Motus Health & Performance,Yes,nsw/cromer-2099,"Unit 15/1 Thew Parade, Cromer NSW 2099",Sydney,Cromer,NSW,2099,hello@motushp.com,02 9971 5194,Wheeler Heights,nsw/wheeler-heights-2097,Collaroy,nsw/collaroy-2097,Cromer,nsw/cromer-2099,Allambie Heights,nsw/allambie-heights-2100,"Motus Health & Performance and their committed physical therapists take pride in delivering holistic physiotherapy, focus on finding the root cause to your pain or injury! Located at Unit 15/1 Thew Parade, Cromer NSW 2099, Motus Health & Performance team are great at treating back issues, shoulder tendonitis and sporting related injuries. Motus Health & Performance service Cromer, Wheeler Heights, Collaroy and Cromer. Book a physio appointment on 02 9971 5194 now!"
